id,address,region,state,city,neighborhood,sub_neighborhood,locality,latitude,longitude,data,police_action,agent_presence,police_unit,main_reason,complementary_reason,clippings,massacre,id_victim,type,situation,circumstances,deathDate,personType,age,ageGroup,genre,race,place,serviceStatus,qualifications,politicalPosition,politicalStatus,partie,coorporation,agentPosition,agentStatus,unit
62136,"R. do Triângulo, Coqueiral, Recife - PE, 54250-521, Brasil",Nordeste,Pernambuco,Recife,COQUEIRAL,,,-8.0905911,-34.9677095,"23/01/2024, 11:00:00",false,false,,Homicidio/Tentativa,,,false,57c0e6bf-925f-4d22-87a0-c1656ded3abc,People,dead,Sem identificação,"23/01/2024, 11:00:00",Civilian,24,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62137,"R. do Mangue,  Afogados, Recife - PE, 50850-022, Brasil",Nordeste,Pernambuco,Recife,AFOGADOS,,,-8.0849421," -34.916599","23/01/2024, 12:00:00",false,false,,Homicidio/Tentativa,,,false,ec9376ab-3a01-4a77-839a-05a478368a1f,People,dead,Sem identificação,"23/01/2024, 12:00:00",Civilian,28,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62147,"R. Ouriçangas,  Brejo de Beberibe, Recife - PE, 52191-180, Brasil",Nordeste,Pernambuco,Recife,BREJO DE BEBERIBE,,,-7.998416020114993,-34.925395938657765,"23/01/2024, 14:00:00",false,false,,Homicidio/Tentativa,,,false,3e0fee74-e86b-4382-bb14-600d0f98fa2e,People,dead,Sem identificação,"23/01/2024, 14:00:00",Civilian,31,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62199,"San Martin, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,SAN MARTIN,,,-8.0710079,-34.9287891,"23/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,882b9278-0c11-41fe-9f1c-6db8ae3768a1,People,dead,Sem identificação,"25/01/2024, 21:00:00",Civilian,32,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62179,"Av. Norte Miguel Arraes de Alencar, 1925 - Espinheiro, Recife - PE, 52021-000, Brasil",Nordeste,Pernambuco,Recife,ESPINHEIRO,,,-8.03983671942373,-34.88788150978698,"23/01/2024, 21:00:00",false,false,,Não identificado,,,false,,,,,,,,,,,,,,,,,,,,
62150,"Vila do Sesi, R. Rio das Pedras,  Ibura, Recife - PE, 51230-060, Brasil",Nordeste,Pernambuco,Recife,IBURA,,VILA DO SESI,-8.1141054,-34.9429973,"24/01/2024, 00:00:00",false,false,,Homicidio/Tentativa,,,false,945aa964-1cbb-4048-b93e-f7fb7eae4322,People,dead,Sem identificação,"24/01/2024, 00:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62174,"Rua Francisco Valpassos - Brasília Teimosa, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,BRASILIA TEIMOSA,,,-8.0850633,-34.8830725,"24/01/2024, 10:30:00",false,false,,Homicidio/Tentativa,,,false,566c0277-f239-4e6a-bc10-4372823e53ea,People,dead,Sem identificação,"24/01/2024, 10:30:00",Civilian,26,adulto,homem cis,Não identificado,sem identificação,não se aplica,PPTE,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62171,"R. do Forte - São José, Recife - PE, 50020-410, Brasil",Nordeste,Pernambuco,Recife,SAO JOSE,,,-8.071126,-34.8800061,"24/01/2024, 19:00:00",false,false,,Homicidio/Tentativa,,,false,62dd4410-6616-4e3c-bf3f-b10294c2db14,People,dead,Sem identificação,"24/01/2024, 19:00:00",Civilian,21,adulto,homem cis,Negra,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62198,"BR-101 - Torrões - Recife - PE, 50740-035, Brasil",Nordeste,Pernambuco,Recife,TORROES,,,-8.064607496120113,-34.942095966547164,"24/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,64682fd6-f1a1-4c34-b1f9-c8537b5d604c,People,wounded,Sem identificação,,Civilian,34,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
62195,"Alto José Bonifacio, Recife - PE, Brasil",Nordeste,Pernambuco,Recife,ALTO JOSE BONIFACIO,,,-8.0133301,-34.913243,"24/01/2024, 21:00:00",false,false,,Homicidio/Tentativa,,,false,8aaa6d55-91c4-43e0-bf6e-7229a996ec33,People,wounded,Sem identificação,,Civilian,22,adulto,homem cis,Não identificado,sem identificação,não se aplica,Não identificado,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
